env_id,ALE/Breakout-v5
noise_type,pixelation
severity,3
episodes,10

episode,return,steps
1,0.0,26995
2,0.0,26999
3,0.0,26996
4,0.0,26994
5,0.0,27000
6,0.0,26993
7,0.0,26995
8,0.0,26997
9,0.0,26999
10,0.0,26994
mean,0.0,
