env_id,ALE/Breakout-v5
noise_type,framedrop
severity,3
episodes,10

episode,return,steps
1,11.0,421
2,13.0,396
3,9.0,343
4,12.0,462
5,7.0,245
6,13.0,251
7,1.0,73
8,17.0,494
9,2.0,104
10,1.0,73
mean,8.6,
