env_id,ALE/SpaceInvaders-v5
noise_type,gaussian
severity,5
episodes,10

episode,return,steps
1,5.0,140
2,85.0,412
3,55.0,175
4,20.0,153
5,105.0,239
6,20.0,191
7,30.0,166
8,0.0,142
9,5.0,153
10,35.0,160
mean,36.0,
