env_id,ALE/SpaceInvaders-v5
noise_type,framedrop
severity,2
episodes,10

episode,return,steps
1,600.0,799
2,265.0,362
3,600.0,796
4,190.0,461
5,435.0,855
6,340.0,690
7,590.0,721
8,570.0,868
9,500.0,913
10,490.0,953
mean,458.0,
