env_id,ALE/SpaceInvaders-v5
noise_type,pixelation
severity,3
episodes,10

episode,return,steps
1,5.0,170
2,5.0,178
3,5.0,170
4,5.0,173
5,5.0,179
6,5.0,172
7,5.0,174
8,5.0,172
9,5.0,178
10,5.0,173
mean,5.0,
