env_id,ALE/SpaceInvaders-v5
noise_type,occlusion
severity,4
episodes,10

episode,return,steps
1,335.0,629
2,125.0,186
3,185.0,331
4,510.0,790
5,560.0,634
6,455.0,889
7,890.0,832
8,670.0,905
9,725.0,975
10,525.0,1010
mean,498.0,
