env_id,ALE/Enduro-v5
noise_type,pixelation
severity,2
episodes,10

episode,return,steps
1,77.0,3323
2,51.0,3327
3,52.0,3324
4,40.0,3322
5,18.0,3328
6,65.0,3321
7,60.0,3323
8,54.0,3325
9,51.0,3327
10,40.0,3322
mean,50.8,
