env_id,ALE/Enduro-v5
noise_type,blur
severity,3
episodes,10

episode,return,steps
1,15.0,3323
2,15.0,3327
3,29.0,3324
4,0.0,3322
5,9.0,3328
6,0.0,3321
7,23.0,3323
8,15.0,3325
9,15.0,3327
10,0.0,3322
mean,12.1,
