env_id,ALE/Enduro-v5
noise_type,framedrop
severity,3
episodes,10

episode,return,steps
1,484.0,6651
2,466.0,6655
3,433.0,6652
4,475.0,6650
5,476.0,6656
6,712.0,9977
7,444.0,6651
8,730.0,9981
9,423.0,6655
10,435.0,6650
mean,507.8,
