env_id,ALE/Enduro-v5
noise_type,pixelation
severity,5
episodes,10

episode,return,steps
1,0.0,3323
2,0.0,3327
3,0.0,3324
4,0.0,3322
5,0.0,3328
6,0.0,3321
7,0.0,3323
8,0.0,3325
9,0.0,3327
10,0.0,3322
mean,0.0,
