env_id,ALE/Enduro-v5
noise_type,saltpepper
severity,5
episodes,10

episode,return,steps
1,4.0,3323
2,4.0,3327
3,0.0,3324
4,2.0,3322
5,1.0,3328
6,0.0,3321
7,1.0,3323
8,1.0,3325
9,12.0,3327
10,3.0,3322
mean,2.8,
