env_id,ALE/Enduro-v5
noise_type,gaussian
severity,5
episodes,10

episode,return,steps
1,124.0,3323
2,138.0,3327
3,199.0,3324
4,99.0,3322
5,119.0,3328
6,141.0,3321
7,122.0,3323
8,147.0,3325
9,169.0,3327
10,127.0,3322
mean,138.5,
