env_id,ALE/Enduro-v5
noise_type,gaussian
severity,3
episodes,10

episode,return,steps
1,459.0,6651
2,188.0,3327
3,447.0,6652
4,471.0,6650
5,712.0,9984
6,782.0,9977
7,722.0,9979
8,742.0,9981
9,493.0,6655
10,779.0,9978
mean,579.5,
