env_id,ALE/Enduro-v5
noise_type,framedrop
severity,1
episodes,10

episode,return,steps
1,485.0,6651
2,485.0,6655
3,865.0,13308
4,722.0,9978
5,783.0,9984
6,1055.0,13305
7,917.0,13307
8,753.0,9981
9,782.0,9983
10,462.0,6650
mean,730.9,
