env_id,ALE/Enduro-v5
noise_type,framedrop
severity,4
episodes,10

episode,return,steps
1,418.0,6651
2,375.0,6655
3,154.0,3324
4,476.0,6650
5,355.0,6656
6,330.0,6649
7,414.0,6651
8,416.0,6653
9,191.0,3327
10,193.0,3322
mean,332.2,
