env_id,ALE/Enduro-v5
noise_type,gaussian
severity,1
episodes,10

episode,return,steps
1,1084.0,13307
2,1013.0,13311
3,784.0,9980
4,981.0,13306
5,497.0,6656
6,1076.0,13305
7,1011.0,13307
8,1083.0,13309
9,793.0,9983
10,1089.0,13306
mean,941.1,
