env_id,ALE/Enduro-v5
noise_type,occlusion
severity,5
episodes,10

episode,return,steps
1,115.0,3323
2,117.0,3327
3,86.0,3324
4,84.0,3322
5,90.0,3328
6,35.0,3321
7,45.0,3323
8,110.0,3325
9,108.0,3327
10,28.0,3322
mean,81.8,
