env_id,ALE/Enduro-v5
noise_type,occlusion
severity,2
episodes,10

episode,return,steps
1,416.0,6651
2,371.0,6655
3,371.0,6652
4,345.0,6650
5,192.0,3328
6,388.0,6649
7,385.0,6651
8,381.0,6653
9,314.0,6655
10,430.0,6650
mean,359.3,
