env_id,ALE/Enduro-v5
noise_type,framedrop
severity,5
episodes,10

episode,return,steps
1,189.0,3323
2,157.0,3327
3,132.0,3324
4,126.0,3322
5,137.0,3328
6,268.0,6649
7,106.0,3323
8,140.0,3325
9,166.0,3327
10,198.0,3322
mean,161.9,
